society,colony,property_type,price_outer,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,area,super_built_up_area,built_up_area,carpet_area,plot_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories,area/bedrooms
ramayan south avenue,katara hills,House,92.0,7360,2.0,North-West,3,3,2,1250.0,,,,1250.0,1,1,0,1,0,0,0,30,Amenity Facing Homes,416.6666666666667
barkhedi,neelbad,House,130.0,6500,2.0,,5,2,2,2000.0,,,,2000.0,0,0,0,0,0,0,1,8,Road Facing Homes,400.0
shahid nagar colony,bhopal,House,80.0,3200,2.0,,4,4,2,2500.0,,,,2500.0,0,0,0,0,0,0,1,0,Road Facing Homes,625.0
globus coral woods commercial,hoshangabad road,Flat,60.0,5714,4.0,East,3,2,1,1050.05,,,1050.0,,0,0,0,0,0,0,0,35,Premium Scenic Homes,350.01666666666665
lakhumal nikhil nestles,hoshangabad road,House,110.0,8986,2.0,,4,3,1,1224.13,,,,1224.0,0,0,0,0,0,0,1,73,Green View Homes,306.0325
sheetal mega city phase 1,mandideep,House,22.5,4017,2.0,South-East,3,2,1,560.12,,,,560.0,0,0,0,1,0,0,1,0,Road Facing Homes,186.70666666666668
ganesh colony,bhopal,House,22.0,3525,1.0,,2,1,0,624.11,,,,624.0,0,0,0,0,0,0,1,0,Road Facing Homes,312.055
agrawal sagar green hills,kolar road,Flat,74.99,5066,4.0,East,3,3,3,1480.26,1480.0,,1100.0,,0,0,0,0,1,0,1,51,Road Facing Homes,493.42
ibd kings park,arera colony,Flat,65.0,3466,2.0,East,4,3,3,1875.36,1875.0,,1300.0,,0,0,0,0,0,0,1,46,Amenity Facing Homes,468.84
ayodhya nagar,ayodhya bypass,House,92.0,8363,2.0,,3,3,0,1100.08,,2200.0,,1100.0,0,0,0,0,0,0,1,3,Road Facing Homes,366.6933333333333
nariyalkheda,karond,House,38.0,6333,3.0,,3,3,3,600.03,,,,600.0,0,0,0,0,0,0,1,0,Road Facing Homes,200.01
arera colony,arera colony,House,750.0,25000,3.0,,4,4,3,3000.0,,,,3000.0,0,1,1,0,0,0,1,13,Green View Homes,750.0
agrawal sagar premium towers,shirdipuram,Flat,55.0,4867,5.0,,4,3,3,1130.06,1130.0,,,,0,0,0,0,0,0,1,61,Green View Homes,282.515
idgah hills,shahjahanabad,House,120.0,4000,3.0,,9,6,0,3000.0,,3000.0,,,0,0,0,0,0,0,1,22,Green View Homes,333.3333333333333
keelandev apartments,central bhopal,Flat,200.0,11331,4.0,East,3,3,2,1765.07,1765.0,,,,0,1,0,0,0,0,0,35,Amenity Facing Homes,588.3566666666667
tulsi green tower shivaji nagar,central bhopal,Flat,245.00000000000003,9800,8.0,East,4,4,3,2500.0,2500.0,2000.0,1800.0,,1,1,0,1,1,0,1,49,Premium Scenic Homes,625.0
fortune soumya heritage,misrod,Flat,14.5,2116,1.0,East,2,1,1,685.26,685.0,,640.0,,0,0,0,0,0,0,1,73,Green View Homes,342.63
janki nagar,chuna bhatti,House,85.0,9199,2.0,West,3,3,2,924.01,,1800.0,924.0,924.0,0,0,0,0,0,0,2,0,Road Facing Homes,308.00333333333333
kalyani kunj tower,khajuri kalan,Flat,25.0,3373,6.0,,2,2,1,741.18,,741.0,,,0,0,0,0,0,0,1,27,Road Facing Homes,370.59
vardhaman enclave,bhopal,Flat,25.0,3333,1.0,East,2,2,1,750.08,,,750.0,,0,0,0,0,0,0,0,0,Road Facing Homes,375.04
area colony,arera colony,House,1700.0,40476,2.0,,4,4,3,4200.02,,,,4200.0,0,1,1,0,0,0,2,0,Road Facing Homes,1050.005
hoshangabad road,hoshangabad road,House,60.0,8571,2.0,,2,4,1,700.04,,,,700.0,0,0,0,0,0,0,1,48,Green View Homes,175.01
awadhpuri,awadhpuri,House,115.0,10492,2.0,North,4,5,3,1096.07,,2950.0,,1096.0,0,0,0,1,0,0,0,24,Green View Homes,156.58142857142857
rishikesh nirmaan the bellaire mint,gandhinagar,Flat,70.0,5833,2.0,,3,2,2,1200.07,1499.0,1400.0,1200.0,,0,0,0,0,0,0,2,44,Green View Homes,400.0233333333333
talaiya,peer gate area,House,65.0,7319,2.0,North-West,4,4,1,888.1,,,,888.0,0,0,0,0,0,0,1,0,Road Facing Homes,222.025
neeraj nagar bawadia kalan,bhopal,Flat,46.0,5750,2.0,East,2,3,2,800.0,,,800.0,,0,0,0,0,0,0,0,6,Road Facing Homes,400.0
ripl maple tree,gandhinagar,Flat,80.0,3200,6.0,,4,3,2,2500.0,,,2500.0,,0,0,0,0,0,0,1,30,Amenity Facing Homes,625.0
shakti nagar,habib ganj,House,375.0,9375,2.0,East,4,4,3,4000.0,,,,4000.0,0,1,0,0,0,0,1,3,Green View Homes,1000.0
bharat nagar indrapuri,piplani,House,230.0,9583,1.0,West,4,2,0,2400.08,,,1400.0,2400.0,0,0,0,0,1,0,0,10,Green View Homes,600.02
janki nagar,chuna bhatti,House,65.0,3421,2.0,,4,4,0,1900.03,,1900.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,475.0075
fast track heavens life,katara hills,House,95.0,6333,2.0,,4,4,2,1500.08,,2300.0,2100.0,1500.0,0,0,0,0,1,0,1,22,Green View Homes,375.02
macker silver estate vertica,katara hills,Flat,30.0,2463,4.0,West,3,2,3,1218.03,,1218.0,,,0,0,0,0,0,0,1,56,Amenity Facing Homes,406.01
ayodhya bypass,ayodhya bypass,House,45.0,6428,2.0,East,2,2,1,700.06,,,,700.0,0,0,0,0,0,0,1,7,Green View Homes,350.03
hazrat nizamuddin colony,bhopal,House,70.0,8333,2.0,,4,3,1,840.03,,1680.0,,840.0,0,0,0,0,0,0,0,26,Road Facing Homes,210.0075
fortune pride extension,shahpura,House,155.0,12400,3.0,,6,6,3,1250.0,,3200.0,,1250.0,0,0,1,1,0,0,0,31,Green View Homes,208.33333333333334
fame lalita nagar,lalgathi,House,135.0,9000,3.0,North,6,3,2,1500.0,,2200.0,1500.0,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,250.0
crystal ideal city,bhopal,House,80.0,9090,2.0,,3,2,2,880.09,,,,880.0,0,0,0,0,0,0,1,4,Road Facing Homes,293.36333333333334
shree ganesh lotus park,mandideep,House,25.0,3378,1.0,West,2,2,1,740.08,,,,740.0,0,0,0,0,0,0,1,21,Green View Homes,370.04
aakriti the nest,bawadia kalan,Flat,35.0,5384,2.0,,1,1,1,650.07,,,650.0,,0,0,0,0,0,0,1,0,Road Facing Homes,650.07
mirchandani shalimar campus,shahpura,Flat,42.0,3230,2.0,West,3,2,3,1300.31,1300.0,,875.0,,0,0,0,0,0,0,0,43,Green View Homes,433.43666666666667
shangrila housing society,hoshangabad road,House,120.0,12000,2.0,,4,3,2,1000.0,,,,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes,250.0
rrg township,misrod,Flat,21.5,2362,4.0,East,2,2,1,910.25,,,910.0,,0,0,0,0,0,0,0,72,Green View Homes,455.125
shakti nagar,habib ganj,House,200.0,13333,2.0,,6,6,1,1500.04,,,,1500.0,0,0,0,0,0,0,1,3,Green View Homes,250.00666666666666
ultimate campus,kolar road,Flat,55.0,3928,6.0,,3,3,0,1400.2,,,1400.0,,0,0,0,0,0,0,1,71,Green View Homes,466.73333333333335
ayodhya nagar,ayodhya bypass,House,96.0,5333,1.0,North-East,5,3,1,1800.11,,2590.0,,1500.0,0,0,0,1,0,0,0,22,Road Facing Homes,360.022
shridhar mohini parisar,piplani,Flat,22.0,3666,3.0,,2,2,1,600.11,,780.0,600.0,,0,0,0,0,0,0,1,36,Road Facing Homes,300.055
aryan heights,misrod,Flat,25.0,3571,3.0,North,2,2,2,700.08,700.0,,,,0,0,0,0,0,0,1,20,Green View Homes,350.04
kidwai manzil,peer gate area,Flat,16.53,2543,1.0,,2,2,2,650.02,650.0,,,,0,0,0,0,0,0,1,11,Road Facing Homes,325.01
manglam group gokul residency,piplani,House,86.0,7166,1.0,,2,3,0,1200.11,,,,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes,600.055
fortune divine city,hoshangabad road,Flat,44.0,4631,4.0,,3,2,0,950.12,950.0,,,,0,0,0,0,0,0,1,45,Green View Homes,316.70666666666665
sivoy,shahpura,House,200.0,9523,2.0,South-East,6,7,3,2100.18,,,,2100.0,1,1,0,1,0,0,0,5,Road Facing Homes,350.03
royal appartment shaja,bhopal,Flat,25.0,4166,2.0,West,2,2,1,600.1,,,600.0,,0,0,0,0,0,0,1,30,Green View Homes,300.05
queens regency,gandhinagar,Flat,57.0,4347,4.0,,3,2,2,1311.25,,1150.0,,,0,0,0,0,0,0,0,50,Road Facing Homes,437.0833333333333
globus coral woods,misrod,Flat,93.0,4823,6.0,,4,3,2,1928.26,1928.0,,,,0,0,0,0,0,0,2,59,Road Facing Homes,482.065
mphidb sapphire park city,katara hills,House,95.0,10894,2.0,North-West,3,2,2,872.04,,,,872.0,0,0,0,0,0,0,1,34,Green View Homes,290.68
unique residency,bagmugaliya,Flat,60.0,4395,1.0,East,3,3,2,1365.19,1365.0,,,,0,0,0,0,0,0,1,21,Green View Homes,455.06333333333333
regal paradise,awadhpuri,House,70.0,7070,2.0,,3,3,2,990.1,,,,990.0,0,0,0,1,0,0,1,0,Road Facing Homes,330.03333333333336
kundan nagar,bagmuliya,Flat,25.0,3846,2.0,North,2,2,1,650.03,,,650.0,,0,0,0,0,0,0,1,59,Road Facing Homes,325.015
a and a regalia heights,shahjahanabad,Flat,52.0,3851,1.0,,3,2,2,1350.3,1350.0,,,,0,0,0,0,0,0,1,28,Green View Homes,450.09999999999997
archana parisar,ayodhya bypass,Flat,30.0,2400,2.0,,3,2,1,1250.0,,,1250.0,,0,0,0,0,0,1,1,28,Green View Homes,416.6666666666667
gauri shankar parisar,katara hills,House,40.0,6666,2.0,,3,2,1,600.06,,,,600.0,0,0,0,0,0,0,1,48,Green View Homes,200.01999999999998
vajra towers,bawadia kalan,Flat,90.0,6000,3.0,,3,3,3,1500.0,,,1500.0,,0,0,0,0,0,0,1,36,Road Facing Homes,500.0
chuna bhatti,chuna bhatti,House,250.0,11363,,,4,4,2,2200.12,,,,2200.0,1,1,1,1,0,0,2,56,Amenity Facing Homes,550.03
abbas ahmed nagar,gandhinagar,Flat,10.5,2333,2.0,,2,1,1,450.06,,,450.0,,0,0,0,0,0,0,1,0,Road Facing Homes,225.03
hig b 60 vidhya nagar,mandideep,House,400.0,15267,2.0,North,3,3,1,2620.03,,,,2620.0,0,0,0,0,0,0,1,0,Road Facing Homes,873.3433333333334
globus coral woods,misrod,Flat,55.0,4583,5.0,,3,2,1,1200.09,,,1200.0,,1,0,0,0,0,0,1,60,Amenity Facing Homes,400.03
aryavrat british park,hoshangabad road,House,50.0,5555,1.0,,3,2,0,900.09,,,,900.0,0,0,0,0,0,0,1,74,Road Facing Homes,300.03000000000003
sarvadharm colony,kolar road,House,150.0,12500,2.0,,5,4,0,1200.0,,,,1200.0,0,0,0,0,0,0,1,4,Road Facing Homes,240.0
signature 360,katara hills,House,80.0,8000,2.0,East,3,3,1,1000.0,,,,1000.0,0,0,0,0,0,0,1,25,Green View Homes,333.3333333333333
ashoka palace apartment,shahjahanabad,Flat,51.0,5905,3.0,East,3,2,1,863.67,,,762.0,,0,0,0,0,0,0,0,14,Road Facing Homes,287.89
sarvadharm colony,kolar road,Flat,35.0,5384,1.0,East,2,2,1,650.07,,,650.0,,0,0,0,0,0,0,0,42,Road Facing Homes,325.035
agrawal sagar golden palm,katara hills,Flat,33.0,2750,1.0,West,3,2,1,1200.0,1200.0,,,,0,0,0,0,0,0,0,59,Amenity Facing Homes,400.0
shree signature the address,bawadia kalan,House,280.0,19417,3.0,West,5,5,2,1442.04,,4200.0,3900.0,1442.0,1,1,0,1,1,0,0,34,Premium Scenic Homes,288.408
ibd royal citii,salaiya,Flat,27.0,2186,3.0,East,3,3,2,1235.13,,,1235.0,,0,0,0,0,1,0,1,33,Green View Homes,411.71000000000004
individual house,central bhopal,House,100.0,9950,2.0,,3,4,0,1005.03,,,,1005.0,0,0,0,0,0,0,1,0,Road Facing Homes,167.505
ews sai apartment,gandhinagar,Flat,7.0,2000,1.0,,1,1,1,350.0,,370.0,350.0,,0,0,0,0,0,0,0,0,Road Facing Homes,350.0
agrawal sagar premium towers,shirdipuram,House,90.0,9000,2.0,,3,10,0,1000.0,,,,1000.0,0,0,0,0,0,0,1,61,Green View Homes,166.66666666666666
anmol maple tree phase 2,gandhinagar,Flat,51.0,4636,3.0,,3,2,1,1100.09,1543.0,,1100.0,,0,0,0,0,0,0,1,51,Premium Scenic Homes,366.69666666666666
bypass road,bypass road,House,32.0,7111,1.0,,1,1,0,450.01,,,,450.0,0,0,0,0,0,0,1,0,Green View Homes,450.01
topaz,arera colony,Flat,60.0,4000,5.0,East,4,3,2,1500.0,,1864.0,1500.0,,0,1,0,1,0,0,1,46,Green View Homes,375.0
e 5 arera colony,arera colony,House,515.0,21458,2.0,North,6,5,2,2400.04,,3500.0,,2400.0,0,0,0,0,0,0,1,24,Road Facing Homes,400.00666666666666
himanshu sheetal tower,lalgathi,Flat,65.0,3250,6.0,East,4,3,3,2000.0,,,2000.0,,0,0,0,0,0,0,1,19,Road Facing Homes,500.0
rajat bihar colony,bagmugaliya,House,145.0,12083,,South,4,4,2,1200.03,,,,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes,300.0075
ag8 aakriti flamingo 3,arera colony,House,127.0,12700,1.0,East,3,3,2,1000.0,,,,1000.0,0,0,0,0,0,0,1,12,Green View Homes,333.3333333333333
kalpana nagar,piplani,House,54.9,3050,2.0,South,4,4,1,1800.0,,1800.0,1600.0,1000.0,0,0,0,0,0,0,1,5,Road Facing Homes,450.0
ab smart city phase 1,bagmugaliya,Flat,35.0,5223,2.0,,2,2,0,670.11,670.0,,,,0,0,0,0,0,0,1,31,Road Facing Homes,335.055
sant asharam nagar phase 3,bagmuliya,House,135.0,9642,2.0,North-East,5,5,3,1400.12,,,,1400.0,0,1,0,0,0,0,1,0,Road Facing Homes,280.024
simran residency,govindpura,Flat,30.0,2875,3.0,,2,2,2,1043.48,800.0,,,,0,0,0,1,1,0,0,55,Road Facing Homes,521.74
bawadia kalan,bawadia kalan,House,175.0,12367,,North-West,4,3,2,1415.06,,,,1415.0,1,1,1,1,0,0,2,56,Green View Homes,353.765
yashoda apartment,habib ganj,Flat,25.0,4545,2.0,,2,2,1,550.06,,,550.0,,0,0,0,0,0,0,0,0,Road Facing Homes,275.03
bagmugaliya,bagmugaliya,House,92.0,7829,2.0,West,3,3,2,1175.12,,,,1175.0,1,0,0,0,1,0,0,28,Green View Homes,391.70666666666665
bima kunj,kolar road,House,55.0,7857,2.0,North-East,3,3,2,700.01,,1200.0,,700.0,0,0,0,1,0,0,1,42,Road Facing Homes,233.33666666666667
unitech unihomes,kolar road,Flat,33.0,2543,1.0,North,3,2,3,1297.68,1298.0,,981.0,,0,0,0,0,0,0,1,41,Green View Homes,432.56
nirupam royal palms,hoshangabad road,Flat,48.0,3168,1.0,,3,2,2,1515.15,,,1515.0,,0,0,0,0,0,0,0,69,Premium Scenic Homes,505.05
fortune signature,bawadia kalan,Flat,95.0,6054,5.0,,3,3,2,1569.21,1569.0,,1180.0,,0,0,0,0,0,0,1,51,Amenity Facing Homes,523.07
green meados,central bhopal,House,225.0,16071,3.0,South,4,3,2,1400.04,,2080.0,,1400.0,0,0,0,0,0,0,1,12,Green View Homes,350.01
aakriti aqua city,hoshangabad road,House,50.0,4347,2.0,East,3,3,2,1150.22,,1800.0,,1150.0,0,0,0,0,0,0,0,4,Green View Homes,383.4066666666667
amrawad khurd,awadhpuri,House,125.0,8928,2.0,West,4,3,2,1400.09,,2400.0,,1400.0,1,0,0,0,0,0,0,12,Green View Homes,350.0225
agrawal sagar green hills,gehu kheda,Flat,70.0,5185,3.0,,3,2,1,1350.05,,,1350.0,,0,0,0,0,0,0,2,31,Road Facing Homes,450.01666666666665
ibd hallmark citii,chuna bhatti,Flat,25.0,2439,5.0,,3,3,3,1025.01,,1025.0,725.0,,0,0,0,0,0,0,1,15,Green View Homes,341.67
nikhil bunglows phase 3,bawadia kalan,Flat,38.0,5066,2.0,West,2,2,1,750.1,,,750.0,,0,0,0,0,0,0,2,13,Road Facing Homes,375.05
misrod,misrod,House,55.0,9166,3.0,,2,5,3,600.04,,,,600.0,0,0,0,0,0,0,1,23,Green View Homes,120.008
siddharth enclave,piplani,Flat,16.5,3273,3.0,East,2,2,2,504.12,,,504.0,,0,0,0,0,0,0,1,21,Road Facing Homes,252.06
aadhhaar symphony,kolar road,Flat,42.0,2470,5.0,,3,3,3,1700.4,1700.0,,,,0,0,0,0,0,0,1,20,Road Facing Homes,566.8000000000001
ruchi lifescape,misrod,House,75.0,7142,2.0,North,4,4,2,1050.13,,1800.0,,1050.0,0,0,0,1,0,0,1,16,Amenity Facing Homes,262.5325
navaakar parke serene,gehu kheda,Flat,10.0,2000,5.0,North,1,1,0,500.0,,,500.0,,0,0,0,0,0,0,1,32,Road Facing Homes,500.0
hari siddhi,bhopal,Flat,22.5,4113,1.0,,2,2,1,547.05,547.0,,,,0,0,0,0,0,0,1,5,Road Facing Homes,273.525
janki nagar,chuna bhatti,House,65.0,6190,1.0,,3,2,0,1050.08,,1050.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,350.02666666666664
sterling globe grand,hoshangabad road,Flat,100.0,10521,1.0,South-East,2,1,1,950.48,,,950.0,,0,0,0,0,0,0,1,18,Road Facing Homes,475.24
sarvadharm colony,kolar road,Flat,21.0,3853,2.0,,2,2,1,545.03,,,545.0,,0,0,0,0,0,0,1,42,Road Facing Homes,272.515
rudraksh kasturi,salaiya,Flat,55.0,3666,1.0,East,3,2,2,1500.27,1700.0,,1500.0,,0,0,0,0,0,0,1,41,Green View Homes,500.09
mahalaxmi awasiy parisar,neelbad,Flat,55.0,3928,3.0,East,3,2,1,1400.2,1500.0,1450.0,1400.0,,0,0,0,0,0,0,1,0,Amenity Facing Homes,466.73333333333335
rachna kunj  01/313,arera colony,Flat,35.0,5384,1.0,,2,2,1,650.07,,,650.0,,0,0,0,0,0,0,1,0,Road Facing Homes,325.035
vidhya nagar,mandideep,House,175.0,12052,3.0,East,6,5,2,1452.04,,3000.0,2500.0,1452.0,1,1,0,0,1,0,1,12,Green View Homes,242.00666666666666
nehru nagar,central bhopal,House,325.0,13541,3.0,East,7,10,3,2400.12,,,,2400.0,1,1,0,1,0,0,1,19,Green View Homes,342.8742857142857
tulsi tower shivaji nagar,central bhopal,Flat,240.0,10434,9.0,North-East,3,4,3,2300.17,2300.0,2110.0,2100.0,,1,1,0,1,1,0,0,32,Premium Scenic Homes,766.7233333333334
fortune soumya heritage,misrod,Flat,14.5,2230,5.0,,2,1,1,650.22,650.0,,,,0,0,0,0,0,0,1,53,Green View Homes,325.11
trebhuvan vihar,katara hills,House,95.0,7600,1.0,,3,2,2,1250.0,,,,1250.0,0,0,0,0,0,0,1,16,Green View Homes,416.6666666666667
shriram traders ganga heights 1,gehu kheda,Flat,45.0,2903,4.0,East,3,3,2,1550.12,1550.0,,,,1,1,0,1,1,1,0,21,Green View Homes,516.7066666666666
tata amantra,bhopal,Flat,95.0,5937,33.0,,3,2,1,1600.13,1600.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,533.3766666666667
asnani spring valley dew,katara hills,Flat,22.0,2650,1.0,,2,2,1,830.19,830.0,,,,0,0,0,0,0,0,1,19,Road Facing Homes,415.095
agrawal sagar lakeview homes,ayodhya bypass,Flat,31.5,4144,3.0,,2,2,2,760.14,1080.0,,760.0,,0,0,0,0,0,0,0,43,Green View Homes,380.07
fortune signature,bawadia kalan,Flat,90.0,4687,4.0,,3,4,2,1920.2,1920.0,,,,0,0,0,0,1,0,1,51,Amenity Facing Homes,640.0666666666667
awadhpuri,awadhpuri,House,55.0,7857,2.0,West,3,2,1,700.01,,,,700.0,0,0,0,0,0,0,0,16,Green View Homes,233.33666666666667
fortune kasturi,hoshangabad road,Flat,55.0,5308,4.0,North-East,3,2,2,1036.17,,,1036.0,,0,0,0,1,0,0,0,61,Amenity Facing Homes,345.39000000000004
ayodhya bypass,ayodhya bypass,House,25.0,4166,1.0,East,2,1,1,600.1,,,600.0,600.0,1,1,0,1,1,0,1,14,Amenity Facing Homes,300.05
morga,bhopal,House,29.11,3234,2.0,,3,3,2,900.12,,,,900.0,0,0,0,0,0,0,1,30,Road Facing Homes,300.04
crystal campus awadhpuri,bhopal,House,85.0,7727,2.0,,3,3,2,1100.04,,,,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes,366.68
vidya nagar,mandideep,House,175.0,12052,3.0,East,4,4,3,1452.04,,,,1452.0,0,0,0,0,0,0,1,0,Green View Homes,363.01
green meadows,central bhopal,House,225.0,16071,2.0,South,4,3,3,1400.04,,2080.0,,1400.0,0,0,0,0,0,0,1,41,Amenity Facing Homes,350.01
bda complex salaiya kolar,kolar road,Flat,8.5,944,1.0,,1,1,0,900.42,900.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,900.42
sarc pacific blue,hoshangabad road,Flat,43.0,3028,3.0,North,3,2,1,1420.08,1420.0,,,,0,0,0,0,1,0,2,35,Premium Scenic Homes,473.35999999999996
nirupam royal palms,hoshangabad road,House,90.0,7200,2.0,West,4,4,2,1250.0,,,,1250.0,0,0,0,0,0,0,1,69,Amenity Facing Homes,312.5
bairagarh,bairagarh,House,250.0,16666,1.0,,2,2,1,1500.06,,,,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,750.03
agrawal sagar lakeview homes,ayodhya bypass,Flat,40.0,3703,6.0,,2,2,2,1080.21,1080.0,,,,0,0,0,0,0,0,1,80,Green View Homes,540.105
9b saket nagar,habib ganj,House,250.0,10416,1.0,,4,3,0,2400.15,,,,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes,600.0375
e 7 arera colony,arera colony,House,200.0,11111,2.0,West,4,3,2,1800.02,,,,1800.0,1,1,1,1,0,0,1,104,Amenity Facing Homes,450.005
globus coral woods,misrod,Flat,63.0,5753,1.0,,3,3,2,1095.08,,1095.0,,,0,0,0,0,0,0,1,51,Amenity Facing Homes,365.02666666666664
airport city,gandhinagar,Flat,60.0,5000,1.0,,4,3,1,1200.0,1450.0,,1200.0,,1,0,0,1,1,1,1,38,Road Facing Homes,300.0
idgah hills,bhopal,Flat,12.0,2390,3.0,,2,2,2,502.09,,,502.0,,0,0,0,0,0,0,1,8,Road Facing Homes,251.045
aakar canal kinship,bawadia kalan,Flat,55.0,3892,6.0,East,3,3,2,1413.16,1413.0,,1100.0,,0,0,0,0,0,0,0,43,Green View Homes,471.05333333333334
kamal krishnanchal,shahjahanabad,Flat,70.0,5833,1.0,,3,2,2,1200.07,1600.0,,1200.0,,0,0,0,0,0,0,1,10,Road Facing Homes,400.0233333333333
nirupam royal palms,hoshangabad road,Flat,21.0,2471,2.0,,2,1,1,849.86,,850.0,820.0,,0,0,0,0,0,0,1,69,Amenity Facing Homes,424.93
prestine the homes,ayodhya bypass,Flat,27.5,2291,1.0,North-East,2,2,3,1200.35,1200.0,,800.0,,0,0,0,0,0,0,1,25,Road Facing Homes,600.175
jahangirabad,aishbagh,House,120.0,6000,2.0,,6,4,0,2000.0,,2000.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,333.3333333333333
kanha kunj an apartment,aishbagh,Flat,650.0,19817,1.0,North-East,2,2,1,3280.01,,,3280.0,,0,0,0,0,0,0,1,8,Road Facing Homes,1640.005
lig 105 kotra sultana bad,central bhopal,House,120.0,10434,2.0,South-West,4,2,2,1150.09,,2400.0,2000.0,1150.0,1,0,1,1,0,0,0,39,Road Facing Homes,287.5225
bawadia kalan,bawadia kalan,House,65.0,5652,2.0,,3,5,1,1150.04,,,1150.0,1000.0,0,0,0,0,0,0,1,56,Green View Homes,383.34666666666664
fast track heavens life,katara hills,Flat,26.0,1914,6.0,North-East,3,3,3,1358.41,1358.0,1006.0,827.0,,0,0,0,0,0,0,1,47,Green View Homes,452.80333333333334
jahangirabad,aishbagh,House,290.0,16192,2.0,,3,3,1,1791.01,,,1800.0,,0,0,0,0,0,0,1,0,Road Facing Homes,597.0033333333333
govind garden,govindpura,Flat,29.0,2636,2.0,,3,2,2,1100.15,,,1100.0,,0,0,0,0,0,0,1,0,Road Facing Homes,366.7166666666667
karariya sajidabad,bhopal,House,65.0,8125,2.0,West,2,2,1,800.0,,800.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,400.0
vineet kunj,bhopal,House,62.0,6888,2.0,,3,2,1,900.12,,1650.0,,900.0,0,0,0,0,0,0,1,0,Road Facing Homes,300.04
centurion sky,katara hills,Flat,40.0,5000,5.0,East,2,2,2,800.0,,,800.0,,0,0,0,0,0,0,2,55,Green View Homes,400.0
paras heights,ayodhya bypass,Flat,14.0,3111,3.0,North-East,1,1,1,450.02,,,450.0,,0,0,0,0,1,0,1,28,Green View Homes,450.02
shakti nagar,habib ganj,House,400.0,10000,1.0,North,4,4,3,4000.0,,,,4000.0,0,0,0,0,0,0,1,3,Green View Homes,1000.0
pallavi nagar,bawadia kalan,House,90.0,8866,3.0,,4,2,2,1015.11,,,,1015.0,0,0,0,0,0,0,1,3,Road Facing Homes,253.7775
samriddhi apartment,kolar road,Flat,25.0,2500,1.0,,3,2,1,1000.0,900.0,,850.0,,0,0,0,0,0,0,1,24,Road Facing Homes,333.3333333333333
indus regency,karond,House,85.0,7391,3.0,North,5,4,2,1150.05,,,1150.0,,0,0,0,0,0,0,1,0,Amenity Facing Homes,230.01
agrawal sagar golden palm,katara hills,Flat,32.0,2666,2.0,East,3,2,1,1200.3,1200.0,,950.0,,0,0,0,0,0,0,1,59,Amenity Facing Homes,400.09999999999997
amaltas avenue,katara hills,Flat,36.9,2713,3.0,East,3,2,2,1360.12,1360.0,,900.0,,0,0,0,0,0,0,1,65,Green View Homes,453.3733333333333
bawadia kalan,bawadia kalan,House,110.0,9565,2.0,,2,2,1,1150.03,,,,1150.0,0,0,0,0,0,0,1,56,Green View Homes,575.015
priyanka nagar,bairagarh,House,250.0,7142,1.0,North,5,5,2,3500.42,,2500.0,,3500.0,0,0,0,0,1,0,1,13,Green View Homes,700.0840000000001
ibd raisina,patel nagar,House,65.0,6190,2.0,West,4,4,1,1050.08,,,,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes,262.52
misrod,misrod,House,100.0,9090,2.0,North,4,4,2,1100.11,,1800.0,,1100.0,0,1,0,0,0,0,1,23,Green View Homes,275.0275
sonagiri,piplani,House,85.0,8500,2.0,East,4,4,1,1000.0,,,,1000.0,0,0,0,1,0,0,0,3,Green View Homes,250.0
indenpent house in a society,bagmugaliya,House,95.0,4318,2.0,East,3,3,2,2200.09,,2500.0,2200.0,1500.0,0,0,0,0,0,0,0,67,Road Facing Homes,733.3633333333333
lambakheda,navi bagh,House,18.0,3000,1.0,East,2,2,1,600.0,,,,600.0,1,1,0,1,1,0,1,3,Premium Scenic Homes,300.0
asnani spring valley dew,katara hills,Flat,43.0,2047,6.0,East,3,3,1,2100.64,,,2100.0,,0,0,0,0,0,0,2,43,Amenity Facing Homes,700.2133333333333
ibd kings park,arera colony,Flat,75.0,3000,5.0,East,5,4,3,2500.0,,,2500.0,,0,0,0,0,0,0,1,46,Green View Homes,500.0
nirupam royal palms,hoshangabad road,Flat,25.0,2173,5.0,,2,1,1,1150.48,1150.0,,870.0,,0,0,0,0,0,0,1,59,Amenity Facing Homes,575.24
kamla nagar,bhopal,House,10.4,2311,2.0,West,3,2,1,450.02,,,,450.0,0,0,0,0,0,0,1,3,Road Facing Homes,150.00666666666666
